Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.1,0.9,3.64,-0.09,0.06,-0.02
9.84,0.73,3.33,-0.1,0.02,-0.04
10.88,0.92,2.93,-0.01,0.05,0.03
10.69,0.56,3.15,0.16,0.07,0.01
10.09,1.02,2.44,0.34,-0.14,0.04
9.76,0.99,1.89,0.43,-0.05,0.09
10.15,0.76,2.22,0.54,0.03,0.01
9.98,1.3,2.49,0.64,0.09,-0.04
9.51,1.37,2.34,0.82,0.03,0.0
8.47,0.78,2.24,0.94,0.12,-0.12
8.29,0.83,1.76,1.15,0.2,-0.07
7.76,1.45,1.58,1.15,0.44,-0.05
7.86,1.14,2.45,1.01,0.75,-0.17
8.76,0.77,2.82,0.9,0.46,-0.29
8.89,0.99,3.26,0.55,0.53,-0.27
6.19,-0.11,3.05,0.82,0.84,-0.1
9.31,10.89,9.21,0.13,1.24,-0.33
5.91,0.11,7.94,1.98,-0.37,-0.27
7.65,1.01,9.27,1.91,1.26,-0.74
6.26,-0.5,0.19,2.32,0.72,-0.4
-0.85,21.07,31.0,1.09,4.37,-3.8
18.98,15.92,15.86,1.37,3.2,-1.53
1.97,-5.18,0.36,1.15,3.41,-4.37
15.74,8.56,1.74,0.71,4.02,-2.39
3.38,3.35,6.33,1.22,-0.71,-0.49
-0.51,6.6,5.44,2.8,-0.83,0.4
1.58,11.03,0.5,1.99,1.65,1.5
3.51,17.99,-1.84,4.37,-1.82,2.61
-1.23,3.98,3.19,4.37,-2.15,2.95
15.62,49.84,-34.64,3.99,-4.37,-2.71
1.82,-14.56,-11.95,3.97,-1.09,-0.75
-3.36,15.39,-6.73,4.11,-1.62,-1.4
-2.54,-4.05,-6.61,1.7,0.73,1.46
1.59,3.56,-8.76,2.09,-1.08,0.7
-1.87,0.89,-10.8,1.88,-0.56,0.56
-0.49,1.15,-8.76,1.91,-0.19,1.11
-0.55,0.07,-7.87,2.26,0.1,0.55
-1.31,-2.74,-8.15,1.18,0.37,0.43
0.71,1.16,-9.78,0.97,0.0,0.41
0.05,-0.94,-8.41,0.68,0.14,0.42
0.96,-1.49,-9.66,0.99,0.52,0.2
2.23,-1.22,-9.39,0.83,0.28,0.25
1.58,-3.21,-8.65,0.44,0.31,0.1
1.44,-3.75,-8.48,0.57,0.43,-0.06
2.77,-4.08,-8.15,0.46,0.36,-0.07
2.1,-4.2,-8.4,0.35,0.13,-0.06
2.78,-3.82,-8.32,0.29,-0.03,-0.06
2.43,-3.25,-8.35,0.07,0.1,-0.12
2.51,-3.3,-8.56,-0.0,-0.07,-0.09
2.44,-3.46,-8.48,-0.1,-0.02,-0.09
2.14,-3.72,-8.51,-0.17,-0.07,0.02
2.31,-3.5,-8.61,-0.16,0.01,-0.02
2.32,-3.49,-8.26,-0.29,-0.07,-0.0
2.07,-3.58,-8.6,-0.28,-0.09,0.0
1.95,-3.27,-8.73,-0.27,-0.02,-0.01
2.09,-3.36,-8.61,-0.3,-0.01,-0.04
2.05,-3.05,-8.76,-0.27,0.01,-0.04
2.2,-3.15,-8.67,-0.27,0.04,-0.05
2.19,-3.0,-8.7,-0.29,-0.01,-0.02
2.15,-2.89,-8.75,-0.29,-0.0,-0.01
