Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.08,-4.1,-0.72,-0.13,0.19,-0.12
8.53,-3.9,-0.62,-0.59,0.62,-0.06
10.16,-4.07,-0.04,-0.69,0.58,-0.16
9.56,-2.5,0.24,-0.58,0.46,0.05
8.51,0.37,-1.41,0.22,0.53,-0.03
11.91,-2.89,-1.07,0.06,1.12,-0.25
12.5,-4.71,-0.96,-0.13,0.37,-0.55
7.01,-3.1,-0.86,-0.72,0.42,-0.33
8.88,-2.75,-1.7,-0.56,0.97,-0.24
11.22,-1.46,-1.88,-0.16,0.31,-0.23
9.5,-2.42,-0.96,0.13,0.17,-0.19
13.52,-1.95,-1.56,0.25,0.45,0.08
14.97,-0.77,2.47,0.13,0.47,0.27
7.89,-1.1,1.69,0.45,-0.18,0.19
4.45,-1.49,-0.38,0.85,0.13,-0.08
10.73,-1.79,0.89,0.98,0.81,-0.02
9.13,-2.0,-0.21,1.03,0.29,-0.19
7.72,-2.75,2.35,0.69,1.3,-0.18
8.78,-3.45,3.0,0.65,0.79,0.01
5.68,-0.31,4.76,0.45,1.73,-0.38
7.53,-2.0,3.2,1.63,1.05,-0.78
4.52,-2.87,-0.55,0.9,1.42,-1.04
4.16,-0.16,13.53,0.56,3.43,-0.88
9.7,3.13,12.27,0.19,3.57,-0.72
6.61,3.7,6.11,1.85,2.13,-0.08
7.35,3.68,9.89,2.72,2.0,0.48
7.02,-1.06,6.17,4.37,0.68,0.98
5.86,8.2,14.23,3.07,0.39,1.01
2.24,5.55,10.68,1.55,-0.34,0.55
3.9,18.34,21.28,-1.01,2.45,-1.37
6.29,8.17,8.23,4.37,-2.26,1.31
4.57,6.66,1.91,4.37,-2.59,0.83
19.74,8.06,-3.16,4.37,-1.51,-2.48
-3.1,3.77,1.15,4.13,-2.19,-2.7
3.39,15.11,-3.16,3.46,-0.77,-0.83
-5.14,0.74,-7.21,2.97,-1.84,0.42
2.85,7.95,-4.44,2.42,-1.27,-0.52
-0.87,7.63,-8.79,2.49,-1.69,-0.4
1.28,3.75,-6.11,1.83,-1.69,-0.02
-2.17,0.91,-10.39,1.62,-0.74,-0.26
-0.17,2.29,-7.35,1.16,-0.91,-0.04
-1.32,3.73,-8.07,1.29,-0.41,0.05
-2.55,-0.0,-8.96,0.77,-0.24,0.07
-1.09,2.68,-9.31,0.25,-0.21,0.1
-1.27,3.71,-7.7,0.37,-0.35,0.2
-2.72,1.19,-9.02,0.19,-0.16,0.2
-2.04,2.38,-8.69,0.34,-0.09,0.1
-1.69,1.89,-7.65,0.36,0.02,-0.12
-2.43,-0.28,-8.9,0.25,0.22,-0.02
-0.11,1.69,-9.23,0.0,0.35,0.17
-1.5,1.8,-9.59,-0.22,0.41,0.17
-0.76,0.77,-9.15,-0.32,0.56,0.23
-1.06,1.32,-8.57,-0.65,0.81,0.32
-1.88,3.12,-7.75,-0.21,0.89,0.56
1.52,2.09,-9.56,-0.2,1.34,0.76
0.91,1.0,-9.2,-0.32,1.15,0.56
1.16,3.45,-9.21,-0.15,1.52,0.39
2.46,2.76,-8.72,0.3,1.7,0.08
3.14,0.64,-8.78,0.28,1.37,-0.1
5.01,0.16,-7.17,0.16,1.44,-0.09
