Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
7.86,-1.86,1.88,0.64,0.41,-0.43
6.03,0.62,1.91,0.46,-0.03,-0.09
6.95,-1.61,2.52,0.61,0.45,0.22
13.28,-3.18,2.13,0.33,-0.24,0.19
7.9,-0.84,0.55,0.08,-1.52,-0.18
10.44,-0.88,-0.53,0.91,0.39,-0.24
14.63,-0.06,5.22,1.34,0.4,-0.36
10.36,-0.72,8.52,1.96,1.03,-0.94
8.54,-1.69,6.59,1.52,1.95,-0.97
14.43,-0.63,6.22,1.24,1.62,-0.33
12.38,-4.53,7.43,-0.01,1.28,0.66
10.86,-1.56,4.65,-0.59,0.31,1.2
-2.52,-0.53,-4.57,-0.59,-0.17,1.37
4.02,-0.26,-1.94,0.14,1.73,1.71
1.17,-1.31,-2.12,1.18,-1.87,0.33
2.56,-10.26,13.19,-1.66,1.71,2.06
14.28,-2.44,7.7,0.63,1.03,-0.15
8.51,3.78,6.73,0.46,0.86,-0.58
12.18,0.95,11.41,1.35,0.84,-0.22
9.3,-4.95,14.4,1.54,-0.71,-0.75
5.33,0.26,10.63,2.01,-0.24,0.1
14.75,4.57,12.38,2.99,0.33,0.53
3.15,2.39,10.3,2.16,-1.19,-0.03
7.5,9.73,6.17,2.74,0.2,0.91
0.4,-0.51,4.98,2.56,-1.44,1.32
4.71,5.66,1.4,3.01,-1.15,1.28
13.69,9.0,6.2,2.88,-0.08,1.18
7.05,6.99,7.72,2.63,-1.31,0.88
6.24,4.67,5.63,1.84,-1.85,0.74
20.79,12.43,-5.71,0.46,-2.81,-0.31
0.79,-0.9,-2.26,0.84,0.46,-0.83
13.99,2.78,-4.76,0.31,-1.92,-0.32
7.07,3.85,-3.96,0.06,-0.96,-0.39
8.92,4.59,-3.53,0.32,-0.96,-0.64
9.43,2.46,-1.05,0.1,-0.17,-0.37
8.92,4.62,-3.02,0.06,-0.71,-0.62
9.09,2.18,-1.58,-0.04,-0.14,-0.57
8.5,4.92,-2.62,-0.46,-0.12,-0.35
8.98,5.23,-1.47,-0.53,-0.03,-0.03
7.69,5.81,-1.4,-0.56,-0.11,-0.14
8.03,5.58,-1.27,-0.43,-0.18,-0.22
8.19,5.18,-1.17,-0.47,-0.16,0.03
9.69,7.05,-1.47,0.04,-0.01,-0.3
7.33,5.15,-1.63,0.13,-0.16,-0.31
8.65,4.82,-2.04,-0.06,-0.06,-0.02
8.31,5.88,-1.69,-0.05,-0.07,0.18
8.58,5.67,-1.67,0.09,-0.09,0.0
8.12,4.98,-2.19,0.06,-0.11,-0.14
8.24,4.97,-2.55,-0.02,-0.07,0.03
8.3,5.0,-2.29,-0.12,-0.02,0.12
8.45,5.28,-2.37,-0.15,-0.0,0.04
8.44,5.04,-2.14,-0.16,-0.06,-0.04
8.37,4.96,-2.24,-0.19,-0.07,-0.02
8.45,5.25,-2.12,-0.21,-0.06,0.01
8.15,5.4,-2.09,-0.16,-0.06,0.0
8.47,5.1,-2.17,-0.12,-0.03,-0.02
8.19,5.27,-2.28,-0.1,-0.02,-0.01
8.34,5.17,-2.3,-0.12,-0.03,-0.02
8.28,5.27,-2.26,-0.1,-0.01,-0.0
8.3,5.22,-2.24,-0.11,-0.0,-0.01
