Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
10.04,-1.44,-0.82,-0.15,0.06,-0.24
9.22,-2.67,-0.79,0.16,0.28,-0.14
9.86,-2.91,-0.05,0.21,0.04,-0.12
8.82,-4.11,-0.14,-0.11,0.11,0.09
9.75,-3.38,-0.16,-0.29,0.37,0.03
11.55,-3.36,-1.76,-0.32,0.54,0.23
12.73,-4.48,-1.99,-0.61,0.24,0.1
14.86,0.69,2.0,0.13,0.33,0.29
10.51,-1.04,4.53,0.59,-0.9,-0.07
3.84,-2.07,3.51,0.63,-0.13,0.29
9.11,-3.18,1.32,1.03,0.91,0.19
8.85,-1.92,0.77,0.55,-0.32,0.35
6.28,-1.92,0.83,0.73,-0.1,0.23
7.84,-4.43,0.78,0.55,0.42,0.47
8.77,-4.97,1.59,0.08,0.16,0.29
8.37,-3.97,0.56,0.17,0.14,0.3
5.78,-2.56,0.24,0.21,-0.37,0.24
6.66,-0.69,3.24,1.65,0.06,-0.37
7.66,-6.94,6.63,1.19,1.2,0.34
10.41,1.01,8.16,1.43,1.39,0.2
9.18,-2.99,7.01,1.91,1.72,-0.33
9.08,-2.67,6.82,3.21,0.36,-0.7
12.21,-1.02,9.15,3.17,1.62,-0.99
11.56,-1.77,11.7,3.92,0.53,-0.38
8.09,2.4,8.82,2.58,0.66,0.04
4.45,0.93,7.84,2.19,0.58,-0.27
1.98,12.07,5.03,1.3,4.21,-0.89
1.85,0.89,4.57,4.13,-2.16,-0.5
2.33,8.38,2.9,4.22,-2.62,-0.59
16.21,37.51,38.67,3.58,-0.96,-3.59
0.93,-1.69,-12.83,1.58,-2.54,-2.91
0.51,16.66,-1.96,2.76,-0.35,-1.99
-0.79,7.8,-7.07,2.42,-1.4,0.0
0.61,7.24,-7.3,1.93,-1.15,-0.91
2.0,6.38,-3.65,1.64,-0.87,-0.27
1.28,9.35,-6.48,1.58,-1.16,-0.5
2.15,7.08,-5.25,0.93,-0.96,-0.43
0.9,7.43,-5.73,0.99,-0.66,-0.49
1.07,6.21,-5.66,0.97,-0.5,-0.44
0.49,5.79,-6.58,0.83,-0.12,-0.38
0.41,6.03,-7.45,0.71,-0.19,-0.44
0.21,4.93,-6.5,0.61,-0.06,-0.38
0.22,4.81,-7.33,0.43,0.08,-0.36
-0.45,4.66,-8.54,0.21,-0.07,-0.19
0.57,4.39,-6.93,0.15,0.02,-0.15
0.23,5.14,-7.83,0.01,0.05,-0.07
0.53,4.82,-7.53,-0.09,0.02,-0.02
0.34,4.48,-7.45,-0.06,-0.07,-0.01
0.12,5.02,-8.2,-0.25,0.08,0.06
0.25,4.61,-7.42,-0.33,-0.07,0.06
0.62,5.33,-7.43,-0.46,0.04,0.1
0.43,5.3,-7.3,-0.68,-0.07,0.32
0.79,5.37,-7.38,-0.62,-0.07,0.16
0.3,5.7,-6.68,-0.57,-0.04,0.19
0.27,6.31,-6.67,-0.65,0.27,0.41
0.82,5.98,-6.64,-0.6,0.17,0.4
-0.52,6.08,-7.77,-0.42,0.08,0.42
0.18,6.69,-5.89,-0.39,0.31,0.68
-0.19,6.52,-6.75,-0.74,1.01,0.21
0.12,7.54,-7.08,-0.84,0.86,0.56
