Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.45,-1.76,-3.51,-0.12,-0.0,-0.01
9.43,-1.75,-3.54,-0.13,-0.01,-0.0
9.41,-1.72,-3.54,-0.12,-0.0,-0.0
9.41,-1.77,-3.49,-0.13,-0.0,-0.0
9.45,-1.77,-3.51,-0.14,-0.0,-0.0
9.46,-1.73,-3.5,-0.14,0.0,0.0
9.43,-1.74,-3.52,-0.13,0.01,-0.0
9.44,-1.75,-3.51,-0.13,-0.01,-0.0
9.41,-1.73,-3.55,-0.13,-0.01,-0.01
9.44,-1.76,-3.54,-0.13,-0.0,-0.01
9.4,-1.77,-3.52,-0.13,-0.01,-0.01
9.45,-1.78,-3.55,-0.13,-0.01,-0.01
9.39,-1.73,-3.58,-0.11,-0.03,-0.02
9.52,-1.95,-3.59,-0.11,-0.03,0.04
9.71,-2.5,-3.5,-0.15,0.03,0.2
7.97,-3.27,-3.87,-0.31,-0.15,0.1
8.09,-2.94,-4.29,-0.39,0.14,-0.08
9.48,-3.22,-4.64,-0.17,0.39,0.02
8.42,-2.74,-2.97,-0.19,0.42,0.09
8.78,-3.6,-2.64,-0.09,1.08,0.36
11.84,-2.69,-3.69,-0.56,0.1,-0.02
8.25,1.61,-1.99,-0.12,0.55,0.03
10.48,0.14,-5.29,0.05,1.09,-0.18
11.9,-2.47,-4.28,-0.54,0.2,-0.5
7.62,-1.18,-1.69,-0.95,0.3,-0.44
8.59,-0.2,-2.8,-0.91,1.23,-0.52
8.18,-0.94,-1.41,-0.81,0.52,0.05
12.1,-0.24,-4.07,-0.91,0.65,-0.76
10.05,-0.62,-3.34,-0.7,0.82,-0.59
16.95,-1.49,-6.66,-0.58,0.21,-0.3
7.76,1.97,-0.03,0.0,0.12,0.33
8.94,0.6,-1.63,0.82,-0.14,0.36
5.63,-0.35,2.8,0.82,0.16,0.51
8.85,0.4,0.98,1.91,0.72,-0.52
9.71,0.33,1.07,1.32,-0.06,-0.3
8.67,-1.17,-0.46,1.49,-0.18,-0.09
7.86,-1.56,-0.98,1.56,0.2,0.04
9.33,-1.43,-1.44,1.48,0.09,0.29
9.97,-4.08,-0.26,1.26,0.32,0.49
8.74,-0.81,-1.14,1.03,0.42,0.68
8.36,-3.12,-1.23,0.8,-0.12,0.61
7.05,-1.16,0.08,0.98,-0.48,0.06
7.97,-2.8,7.18,-0.13,1.23,0.69
13.33,-0.69,3.68,0.53,0.87,-0.53
11.28,0.46,2.44,0.49,0.83,-0.99
10.71,-1.22,1.78,2.06,0.46,-1.96
13.69,0.17,2.42,2.3,0.74,-2.59
11.89,-0.26,6.04,3.39,0.71,-2.75
10.46,3.13,4.35,3.44,1.75,-2.33
8.66,2.07,5.47,1.31,1.93,-0.38
10.2,9.45,4.37,1.22,0.91,-0.44
4.32,8.05,4.41,1.29,0.67,-2.22
1.88,7.84,-1.3,4.37,-1.28,-2.27
7.08,8.65,-2.14,2.09,-1.25,-4.37
4.19,13.23,-0.61,2.21,-0.84,-2.63
2.73,9.43,-4.76,2.35,-1.48,-2.76
0.75,5.69,-4.48,2.13,-1.44,-2.31
-0.03,6.73,-4.77,1.47,-1.77,-2.04
-2.81,7.83,-6.14,1.42,-0.95,-0.53
0.61,5.24,-4.73,0.96,-0.61,-0.39
