Accelerometer: x-axis (g),Accelerometer: y-axis (g),Accelerometer: z-axis (g),Gyroscope: x-axis (rad/s),Gyroscope: y-axis (rad/s),Gyroscope: z-axis (rad/s)
9.17,-3.14,-2.73,-0.12,0.17,0.01
9.32,-2.15,-3.26,-0.28,0.07,0.21
11.56,-2.06,-4.27,-0.14,0.34,0.36
12.87,-0.08,-3.32,-0.12,0.06,0.44
9.77,0.57,-0.09,0.02,-0.61,0.3
5.45,-1.54,1.19,0.25,-0.2,0.15
10.07,-3.09,-2.57,0.05,0.32,0.24
9.33,-1.17,-2.69,-0.23,-0.35,0.64
7.89,-1.9,-1.92,0.03,-0.13,0.74
9.58,-3.32,-2.93,0.39,0.45,0.49
10.03,-5.32,-2.39,0.46,0.47,0.62
7.47,-2.37,-2.29,0.21,0.03,1.01
5.5,-0.16,-1.71,1.35,0.22,0.61
6.01,2.21,5.95,1.6,-0.23,-0.03
10.49,-7.48,9.85,0.86,2.1,1.22
10.86,-2.33,7.21,0.77,1.84,0.21
10.11,-3.16,6.15,1.73,1.31,-0.52
1.22,24.42,16.55,-1.3,-25.75,30.75
11.0,-2.47,6.01,2.14,0.78,-1.01
9.98,-3.24,1.64,2.51,0.11,-1.1
12.85,-5.26,4.89,3.3,0.45,-1.37
11.56,-1.36,6.31,2.36,0.82,-1.13
0.61,12.21,8.27,-0.16,-3.22,3.85
1.22,24.42,16.55,-1.3,-25.75,30.75
1.22,24.42,16.55,-1.3,-25.75,30.75
4.81,8.23,4.36,1.35,-0.11,0.44
4.82,8.73,5.52,1.22,0.08,-0.24
8.64,1.77,6.72,2.25,-0.54,-0.91
7.34,4.73,2.36,3.14,-1.84,-1.29
52.69,68.18,15.14,34.87,-9.84,0.63
26.64,34.77,8.08,4.37,-1.11,-0.08
5.97,5.67,-6.54,2.33,-2.6,-3.29
1.76,7.95,-2.99,1.4,-1.81,-1.91
4.82,5.82,-4.51,1.14,-1.79,-1.93
2.31,9.44,-4.35,0.9,-1.24,-1.2
2.1,6.23,-5.04,0.58,-0.94,-0.19
1.31,6.65,-5.09,0.53,-0.66,-0.57
1.62,6.9,-5.68,0.31,-0.82,-0.33
0.57,6.84,-5.16,0.27,-0.61,-0.27
0.65,7.44,-6.0,0.18,-0.56,-0.22
0.11,7.3,-5.99,0.08,-0.39,-0.24
-0.62,6.63,-7.05,-0.12,-0.3,-0.19
0.21,5.73,-6.51,-0.33,-0.31,0.03
-0.12,6.38,-5.84,-0.44,-0.12,0.36
-0.61,6.79,-6.32,-0.72,-0.26,0.49
0.79,7.15,-5.35,-0.88,0.2,0.84
0.89,7.74,-5.07,-1.1,0.15,0.9
1.68,7.96,-4.02,-1.32,0.22,0.99
1.43,7.04,-3.97,-1.58,0.4,0.95
1.59,8.12,-3.93,-1.85,0.72,1.07
4.59,9.28,-2.16,-1.29,0.49,0.57
4.09,8.65,-1.15,-1.44,0.21,0.82
4.43,10.01,0.44,-1.41,0.4,0.8
4.72,8.81,0.02,-0.82,0.47,0.62
5.33,9.12,0.82,-0.63,0.48,0.42
5.45,8.44,0.45,-0.36,0.25,0.38
5.29,9.14,0.86,-0.16,0.35,0.3
4.77,7.97,-0.0,-0.0,-0.0,-0.0
5.07,8.24,1.07,-0.66,0.53,0.65
7.05,9.42,1.08,-0.03,0.35,0.46
